Waktu,Nilai
14:55:28,0,0.0
14:55:29,0,95
14:55:30,0,98
14:55:31,0,94
14:55:32,0,97
14:55:33,0,97
14:55:34,0,95
14:55:35,0,98
14:55:36,0,95
14:55:37,0,98
14:55:38,0,98
14:55:39,0,97
14:55:40,0,97
14:55:41,0,95
14:55:42,0,96
14:55:43,0,98
14:55:44,0,96
14:55:45,71,98
14:55:46,245,98
14:55:47,89,97
14:55:48,0,98
