Waktu,Vol ASI,Relaksasi EEG,Relaksasi User
12:43:42,0,0.988,0
12:43:43,0,0.981,0
12:43:44,0,0.984,1
12:43:45,0,0.987,1
12:43:46,0,0.977,0
12:43:47,0,0.983,0
12:43:48,0,0.976,0
12:43:49,0,0.989,1
12:43:50,0,0.969,1
