Waktu,Nilai
14:51:34,0,0.0
14:51:35,0,97
14:51:36,0,98
14:51:37,0,97
14:51:38,0,98
14:51:39,3,97
14:51:40,80,97
14:51:41,117,97
14:51:42,341,97
14:51:43,188,97
14:51:44,0,96
