Waktu,Vol ASI,Relaksasi EEG,Relaksasi User
12:33:45,0,0.814,0
12:33:46,0,0.78,0
12:33:47,0,0.751,0
12:33:48,0,0.771,0
12:33:49,0,0.797,0
12:33:50,0,0.767,0
12:33:51,0,0.705,0
12:33:52,0,0.597,0
12:33:53,0,0.5,0
12:33:54,0,0.486,0
12:33:56,0,0.466,0
12:33:57,0,0.483,0
12:33:58,0,0.481,0
12:33:59,0,0.5,0
12:34:00,0,0.519,0
12:34:01,0,0.547,0
12:34:02,0,0.552,0
12:34:03,0,0.583,0
12:34:04,0,0.585,0
12:34:05,0,0.584,0
12:34:06,0,0.586,0
12:34:07,0,0.586,0
12:34:08,0,0.63,0
