Waktu,Nilai
13:48:31,0
13:48:32,0
13:48:33,0
13:48:34,0
13:48:35,0
13:48:36,0
13:48:37,23
13:48:38,46
13:48:39,62
13:48:40,79
13:48:41,87
13:48:42,92
13:48:43,100
