Waktu,Nilai
15:26:17,0,98
15:26:18,0,98
15:26:19,0,98
15:26:20,0,97
15:26:21,0,98
15:26:22,0,95
15:26:23,0,98
15:26:24,0,95
15:26:25,0,98
15:26:26,0,96
15:26:27,0,98
15:26:28,0,97
15:26:29,0,97
15:26:30,0,98
15:26:31,17,95
15:26:32,93,97
15:26:33,107,93
15:26:34,107,97
15:26:35,121,97
15:26:36,90,97
15:26:37,20,98
