Waktu,Nilai
15:15:53,0,96
15:15:54,0,97
15:15:55,0,96
15:15:56,0,97
15:15:57,8,97
15:15:58,50,97
15:15:59,83,97
15:16:00,87,97
15:16:01,87,97
15:16:02,10,97
15:16:03,0,97
15:16:04,0,98
