Waktu,Vol ASI,Relaksasi EEG,Relaksasi User
11:06:51,0,0.595,0
11:06:52,0,0.606,0
11:06:53,0,0.589,0
11:06:54,0,0.594,0
11:06:55,0,0.577,0
11:06:56,0,0.601,1
11:06:57,0,0.606,0
11:06:58,0,0.594,1
11:06:59,0,0.58,0
11:07:00,0,0.583,0
