Waktu,Nilai
15:17:34,0,94
15:17:35,0,95
15:17:36,0,96
15:17:37,0,93
15:17:38,0,97
15:17:39,0,94
15:17:40,0,93
15:17:41,3,95
15:17:42,83,93
15:17:43,121,97
15:17:44,114,95
15:17:45,113,96
15:17:46,114,97
15:17:47,104,96
15:17:48,104,97
15:17:49,104,93
15:17:50,104,95
15:17:51,90,95
15:17:52,10,94
