Waktu,Nilai
14:50:29,0,0
14:50:30,0,0
14:50:31,0,0
14:50:32,0,0
14:50:33,2,0
14:50:34,25,0
14:50:35,65,0
14:50:36,67,0
14:50:37,71,0
14:50:38,17,0
14:50:39,0,0
